DBD_21	0.0697561
DBD_20	0.0705806
DBD_23	0.0687297
DBD_22	0.0696587
DBD_25	0.0630199
DBD_24	0.0669706
DBD_27	0.0607549
DBD_26	0.0615817
DBD_29	0.0589722
DBD_28	0.0631521
DBD_8	0.0674396
DBD_9	0.0725314
DBD_2	0.0772408
DBD_3	0.0790699
DBD_1	0.0742775
DBD_6	0.0777199
DBD_7	0.0739465
DBD_4	0.0783958
DBD_5	0.0779603
DBD_30	0.0619854
DBD_18	0.0677901
DBD_19	0.0668202
DBD_14	0.0576485
DBD_15	0.0741496
DBD_16	0.0672489
DBD_17	0.0709879
DBD_10	0.0718099
DBD_11	0.0654807
DBD_12	0.060877
DBD_13	0.0792019
