DBD_21	0.0535529
DBD_20	0.0485759
DBD_23	0.0504298
DBD_22	0.0524423
DBD_25	0.0487034
DBD_24	0.0487823
DBD_27	0.0423827
DBD_26	0.0391258
DBD_29	0.0455161
DBD_28	0.0430365
DBD_8	0.0514321
DBD_9	0.0486645
DBD_2	0.0614758
DBD_3	0.0620957
DBD_1	0.0606942
DBD_6	0.0612619
DBD_7	0.0546945
DBD_4	0.0620833
DBD_5	0.0590094
DBD_30	0.0392777
DBD_18	0.0446707
DBD_19	0.0415225
DBD_14	0.0460962
DBD_15	0.0579595
DBD_16	0.0509804
DBD_17	0.0488615
DBD_10	0.0543066
DBD_11	0.0457676
DBD_12	0.0453405
DBD_13	0.0664454
